PANTONENAME,UNIQUECODE,R,G,B
7483 C,12381,38,93,57
7484 C,12382,0,87,61
7485 C,12383,207,223,189
7486 C,12384,186,227,150
7487 C,12385,141,221,103
7488 C,12386,121,215,78
7489 C,12387,114,169,79
7490 C,12388,110,154,75
7491 C,12389,122,135,64
7492 C,12390,191,205,129
7493 C,12391,185,198,147
7494 C,12392,155,174,137
7495 C,12393,142,153,62
7496 C,12394,119,136,31
7497 C,12395,120,114,88
7498 C,12396,90,98,55
7499 C,12397,238,230,177
7500 C,12398,222,209,168
7501 C,12399,215,200,158
7502 C,12400,206,185,139
7503 C,12401,167,155,105
7504 C,12402,147,122,94
7505 C,12403,130,97,66
7506 C,12404,237,219,179
7507 C,12405,252,210,155
7508 C,12406,225,186,130
7509 C,12407,213,164,99
7510 C,12408,196,137,62
7511 C,12409,182,120,41
7512 C,12410,165,100,28
7513 C,12411,225,183,169
7514 C,12412,212,163,135
7515 C,12413,195,139,105
7516 C,12414,153,86,44
7517 C,12415,134,68,32
7518 C,12416,110,80,72
7519 C,12417,94,76,63
7520 C,12418,234,191,178
7521 C,12419,191,155,131
7522 C,12420,179,107,85
7523 C,12421,171,93,90
7524 C,12422,165,85,74
7525 C,12423,152,105,78
7526 C,12424,137,56,27
7527 C,12425,212,210,196
7528 C,12426,195,186,175
7529 C,12427,179,170,157
7530 C,12428,161,148,130
7531 C,12429,119,104,85
7532 C,12430,98,82,64
7533 C,12431,71,56,41
7534 C,12432,206,204,191
7535 C,12433,181,177,156
7536 C,12434,165,160,139
7537 C,12435,168,173,164
7538 C,12436,146,155,143
7539 C,12437,143,146,139
7540 C,12438,74,78,84
7541 C,12439,216,225,227
7542 C,12440,164,189,195
7543 C,12441,152,165,175
7544 C,12442,117,134,149
7545 C,12443,64,85,101
7546 C,12444,34,55,70
7547 C,12445,17,31,43
7548 C,12446,252,198,5
7549 C,12447,253,181,0
7550 C,12448,208,144,2
7551 C,12449,179,126,2
7552 C,12450,114,83,30
7553 C,12451,89,70,35
7554 C,12452,75,61,42
7555 C,12453,209,160,25
7556 C,12454,183,139,34
7557 C,12455,157,124,35
7558 C,12456,148,112,38
7559 C,12457,143,107,44
7560 C,12458,124,100,48
7561 C,12459,108,95,55
7562 C,12460,188,155,97
7563 C,12461,213,154,47
7564 C,12462,219,138,8
7565 C,12463,203,120,38
7566 C,12464,172,100,53
7567 C,12465,135,84,48
7568 C,12466,118,80,53
7569 C,12467,215,136,41
7570 C,12468,211,133,46
7571 C,12469,199,127,52
7572 C,12470,182,115,52
7573 C,12471,167,103,44
7574 C,12472,156,104,55
7575 C,12473,131,94,50
7576 C,12474,219,136,81
7577 C,12475,223,126,61
7578 C,12476,220,109,50
7579 C,12477,218,89,42
7580 C,12478,190,82,49
7581 C,12479,135,75,52
7582 C,12480,102,73,57
7583 C,12481,195,98,45
7584 C,12482,186,90,40
7585 C,12483,174,94,55
7586 C,12484,156,83,48
7587 C,12485,146,77,47
7588 C,12486,122,78,53
7589 C,12487,91,71,57
7590 C,12488,210,182,158
7591 C,12489,191,126,89
7592 C,12490,178,86,51
7593 C,12491,155,65,44
7594 C,12492,125,60,47
7595 C,12493,105,61,47
7596 C,12494,92,60,49
7597 C,12495,210,67,38
7598 C,12496,189,72,43
7599 C,12497,176,61,38
7600 C,12498,141,62,44
7601 C,12499,130,66,44
7602 C,12500,122,75,51
7603 C,12501,103,66,49
7604 C,12502,229,215,214
7605 C,12503,224,187,180
7606 C,12504,213,149,140
7607 C,12505,194,110,98
7608 C,12506,162,73,61
7609 C,12507,130,61,52
7610 C,12508,104,53,51
7611 C,12509,221,188,178
7612 C,12510,201,154,143
7613 C,12511,187,138,126
7614 C,12512,165,128,118
7615 C,12513,134,104,100
7616 C,12514,105,78,77
7617 C,12515,88,61,63
7618 C,12516,196,110,79
7619 C,12517,189,77,54
7620 C,12518,183,52,46
7621 C,12519,172,37,42
7622 C,12520,146,40,45
7623 C,12521,138,43,44
7624 C,12522,128,48,46
7625 C,12523,223,83,63
7626 C,12524,198,53,39
7627 C,12525,167,45,43
7628 C,12526,157,45,44
7629 C,12527,110,53,53
7630 C,12528,97,49,48
7631 C,12529,87,44,46
7632 C,12530,213,201,204
7633 C,12531,194,163,168
7634 C,12532,191,104,132
7635 C,12533,197,56,100
7636 C,12534,187,32,75
7637 C,12535,146,49,73
7638 C,12536,124,45,64
7639 C,12537,146,109,116
7640 C,12538,146,64,86
7641 C,12539,140,44,73
7642 C,12540,115,47,75
7643 C,12541,102,48,70
7644 C,12542,88,46,66
7645 C,12543,80,43,59
7646 C,12544,163,111,136
7647 C,12545,168,62,113
7648 C,12546,153,33,103
7649 C,12547,137,27,97
7650 C,12548,114,34,89
7651 C,12549,104,43,92
7652 C,12550,93,40,81
7653 C,12551,148,135,150
7654 C,12552,159,119,157
7655 C,12553,159,90,147
7656 C,12554,140,58,126
7657 C,12555,109,43,97
7658 C,12556,106,54,100
7659 C,12557,94,56,84
7660 C,12558,153,147,166
7661 C,12559,142,111,151
7662 C,12560,121,66,130
7663 C,12561,106,49,122
7664 C,12562,101,53,122
7665 C,12563,96,54,112
7666 C,12564,91,78,98
7667 C,12565,107,125,162
7668 C,12566,102,112,163
7669 C,12567,97,96,156
7670 C,12568,85,83,148
7671 C,12569,80,72,139
7672 C,12570,76,64,132
7673 C,12571,80,84,134
7674 C,12572,133,141,181
7675 C,12573,125,129,173
7676 C,12574,115,101,160
7677 C,12575,110,82,147
7678 C,12576,101,71,142
7679 C,12577,84,61,130
7680 C,12578,81,48,120
7681 C,12579,143,168,203
7682 C,12580,101,134,183
7683 C,12581,64,109,170
7684 C,12582,51,93,156
7685 C,12583,41,86,153
7686 C,12584,19,80,145
7687 C,12585,25,67,142
7688 C,12586,64,152,201
7689 C,12587,38,145,195
7690 C,12588,0,118,169
7691 C,12589,0,98,152
7692 C,12590,0,86,136
7693 C,12591,0,73,120
7694 C,12592,0,66,106
7695 C,12593,122,168,189
7696 C,12594,100,153,174
7697 C,12595,77,135,160
7698 C,12596,64,116,142
7699 C,12597,49,103,131
7700 C,12598,17,92,124
7701 C,12599,0,87,119
7702 C,12600,70,168,197
7703 C,12601,0,156,189
7704 C,12602,0,133,172
7705 C,12603,0,111,149
7706 C,12604,0,106,144
7707 C,12605,2,98,126
7708 C,12606,0,86,110
7709 C,12607,98,179,188
7710 C,12608,0,167,182
7711 C,12609,3,152,169
7712 C,12610,0,132,156
7713 C,12611,0,127,140
7714 C,12612,2,119,129
7715 C,12613,0,100,108
7716 C,12614,0,151,143
7717 C,12615,0,134,126
7718 C,12616,0,120,117
7719 C,12617,0,110,106
7720 C,12618,0,99,91
7721 C,12619,0,93,94
7722 C,12620,0,83,82
7723 C,12621,80,166,134
7724 C,12622,0,151,109
7725 C,12623,0,134,84
7726 C,12624,0,123,76
7727 C,12625,0,112,70
7728 C,12626,0,103,68
7729 C,12627,0,89,69
7730 C,12628,73,149,97
7731 C,12629,34,136,73
7732 C,12630,0,123,65
7733 C,12631,0,112,65
7734 C,12632,37,98,66
7735 C,12633,53,88,60
7736 C,12634,54,84,66
7737 C,12635,105,165,58
7738 C,12636,72,163,66
7739 C,12637,48,156,69
7740 C,12638,57,143,63
7741 C,12639,65,136,65
7742 C,12640,73,120,63
7743 C,12641,68,106,62
7744 C,12642,184,188,23
7745 C,12643,172,173,38
7746 C,12644,151,154,49
7747 C,12645,135,142,50
7748 C,12646,123,128,53
7749 C,12647,113,114,55
7750 C,12648,99,102,55
7751 C,12649,201,181,75
7752 C,12650,205,177,37
7753 C,12651,190,160,31
7754 C,12652,158,134,43
7755 C,12653,134,118,47
7756 C,12654,112,101,52
7757 C,12655,103,94,53
7758 C,12656,210,194,9
7759 C,12657,195,177,0
7760 C,12658,144,132,44
7761 C,12659,116,113,57
7762 C,12660,92,100,58
7763 C,12661,88,92,60
7764 C,12662,82,84,53
7765 C,12663,187,179,38
7766 C,12664,180,171,32
7767 C,12665,169,156,45
7768 C,12666,142,125,53
7769 C,12667,111,98,54
7770 C,12668,98,89,57
7771 C,12669,77,73,52
8001 C,12670,139,139,139
8002 C,12671,138,130,123
8003 C,12672,138,127,117
8004 C,12673,135,122,104
8005 C,12674,134,116,94
8006 C,12675,134,112,86
801 C,12676,0,155,205
802 C,12677,67,215,48
8020 C,12678,153,136,122
8021 C,12679,160,130,115
8022 C,12680,168,117,89
8023 C,12681,169,101,67
8024 C,12682,171,91,47
8025 C,12683,165,82,36
803 C,12684,254,233,7
804 C,12685,254,170,80
8040 C,12686,148,144,141
8041 C,12687,154,132,125
8042 C,12688,157,124,113
8043 C,12689,163,111,98
8044 C,12690,163,95,73
8045 C,12691,160,89,64
805 C,12692,253,115,119
806 C,12693,252,64,181
8060 C,12694,152,135,145
8061 C,12695,155,123,132
8062 C,12696,158,110,123
8063 C,12697,163,96,109
8064 C,12698,159,91,99
8065 C,12699,156,85,86
807 C,12700,233,40,193
808 C,12701,0,182,151
8080 C,12702,148,135,150
8081 C,12703,154,114,144
8082 C,12704,155,98,138
8083 C,12705,158,78,133
8084 C,12706,164,59,117
8085 C,12707,161,46,100
809 C,12708,226,231,45
810 C,12709,254,213,54
8100 C,12710,146,125,151
8101 C,12711,146,110,148
8102 C,12712,147,97,147
8103 C,12713,144,77,142
8104 C,12714,148,56,124
8105 C,12715,143,46,107
811 C,12716,252,143,109
812 C,12717,254,97,164
8120 C,12718,143,137,153
8121 C,12719,142,126,153
8122 C,12720,137,109,148
8123 C,12721,136,90,147
8124 C,12722,139,77,133
8125 C,12723,133,69,119
813 C,12724,250,72,196
814 C,12725,137,107,214
8140 C,12726,135,125,152
8141 C,12727,126,113,150
8142 C,12728,121,96,154
8143 C,12729,114,79,151
8144 C,12730,115,78,130
8145 C,12731,110,70,119
8160 C,12732,138,139,153
8161 C,12733,125,128,153
8162 C,12734,103,99,154
8163 C,12735,94,86,157
8164 C,12736,89,75,146
8165 C,12737,85,67,137
8180 C,12738,132,144,154
8181 C,12739,104,130,159
8182 C,12740,80,114,158
8183 C,12741,56,98,161
8184 C,12742,35,90,149
8185 C,12743,35,77,131
8200 C,12744,118,144,157
8201 C,12745,103,137,155
8202 C,12746,81,131,160
8203 C,12747,44,122,162
8204 C,12748,56,117,140
8205 C,12749,52,109,129
8220 C,12750,114,142,154
8221 C,12751,97,138,157
8222 C,12752,71,136,160
8223 C,12753,32,130,161
8224 C,12754,0,118,142
8225 C,12755,0,107,126
8240 C,12756,132,147,151
8241 C,12757,100,141,151
8242 C,12758,79,141,155
8243 C,12759,42,136,156
8244 C,12760,56,127,133
8245 C,12761,52,123,122
8260 C,12762,120,144,148
8261 C,12763,103,141,146
8262 C,12764,79,136,140
8263 C,12765,45,132,133
8264 C,12766,38,121,118
8265 C,12767,19,109,99
8280 C,12768,125,150,149
8281 C,12769,112,149,147
8282 C,12770,91,150,146
8283 C,12771,61,151,141
8284 C,12772,82,143,125
8285 C,12773,73,139,113
8300 C,12774,130,152,141
8301 C,12775,116,150,133
8302 C,12776,102,150,124
8303 C,12777,84,150,113
8304 C,12778,95,142,104
8305 C,12779,87,132,89
8320 C,12780,139,150,143
8321 C,12781,128,151,119
8322 C,12782,122,153,108
8323 C,12783,108,154,92
8324 C,12784,117,149,87
8325 C,12785,112,140,74
8340 C,12786,143,150,126
8341 C,12787,139,152,113
8342 C,12788,141,156,97
8343 C,12789,134,155,79
8344 C,12790,133,149,55
8345 C,12791,133,143,37
8360 C,12792,147,153,123
8361 C,12793,150,153,105
8362 C,12794,156,155,88
8363 C,12795,164,157,67
8364 C,12796,160,148,66
8365 C,12797,159,141,52
8380 C,12798,148,148,135
8381 C,12799,149,145,120
8382 C,12800,155,144,106
8383 C,12801,163,142,93
8384 C,12802,165,131,63
8385 C,12803,163,124,52
8400 C,12804,134,134,134
8401 C,12805,125,127,125
8402 C,12806,111,111,111
8403 C,12807,95,94,93
8404 C,12808,83,79,75
8405 C,12809,76,69,65
8420 C,12810,143,141,144
8421 C,12811,130,129,131
8422 C,12812,116,113,112
8423 C,12813,101,96,95
8424 C,12814,99,84,81
8425 C,12815,92,76,71
8440 C,12816,152,132,134
8441 C,12817,158,123,122
8442 C,12818,163,109,111
8443 C,12819,169,99,97
8444 C,12820,172,84,75
8445 C,12821,171,76,66
8460 C,12822,141,138,145
8461 C,12823,133,124,134
8462 C,12824,129,115,126
8463 C,12825,120,101,115
8464 C,12826,113,76,93
8465 C,12827,112,74,85
8480 C,12828,65,102,119
8481 C,12829,78,96,119
8482 C,12830,45,85,111
8483 C,12831,15,68,105
8484 C,12832,27,82,125
8485 C,12833,38,94,141
8500 C,12834,115,130,128
8501 C,12835,88,121,107
8502 C,12836,67,97,104
8503 C,12837,42,60,67
8504 C,12838,45,78,93
8505 C,12839,53,88,101
8520 C,12840,119,117,91
8521 C,12841,79,84,68
8522 C,12842,61,74,64
8523 C,12843,45,61,54
8524 C,12844,48,73,73
8525 C,12845,55,80,83
8540 C,12846,131,75,82
8541 C,12847,109,65,71
8542 C,12848,98,48,56
8543 C,12849,91,48,67
8544 C,12850,97,58,84
8545 C,12851,97,62,88
8560 C,12852,120,75,59
8561 C,12853,118,68,68
8562 C,12854,113,59,67
8563 C,12855,113,67,62
8564 C,12856,117,76,73
8565 C,12857,117,79,82
8580 C,12858,149,108,62
8581 C,12859,131,90,49
8582 C,12860,123,83,43
8583 C,12861,108,68,29
8584 C,12862,107,72,40
8585 C,12863,110,77,50
8600 C,12864,90,86,84
8601 C,12865,75,69,66
8602 C,12866,60,59,62
8603 C,12867,45,48,60
8604 C,12868,50,58,74
8605 C,12869,54,68,84
8620 C,12870,116,92,64
8621 C,12871,97,76,56
8622 C,12872,79,66,50
8623 C,12873,65,58,50
8624 C,12874,65,61,54
8625 C,12875,70,65,60
8640 C,12876,156,124,47
8641 C,12877,168,134,36
8642 C,12878,170,137,13
8643 C,12879,172,137,1
8644 C,12880,170,145,24
8645 C,12881,164,147,43
8660 C,12882,143,122,50
8661 C,12883,135,125,31
8662 C,12884,133,129,27
8663 C,12885,127,135,18
8664 C,12886,133,143,37
8665 C,12887,132,146,57
8680 C,12888,120,115,60
8681 C,12889,119,123,51
8682 C,12890,107,129,46
8683 C,12891,96,135,38
8684 C,12892,94,135,52
8685 C,12893,95,141,65
8700 C,12894,112,117,78
8701 C,12895,101,121,65
8702 C,12896,88,127,65
8703 C,12897,64,128,62
8704 C,12898,69,135,78
8705 C,12899,74,140,90
871 C,12900,131,118,80
872 C,12901,131,114,77
8720 C,12902,77,109,86
8721 C,12903,83,117,86
8722 C,12904,57,115,85
8723 C,12905,27,129,95
8724 C,12906,41,137,110
8725 C,12907,46,142,120
873 C,12908,133,110,75
874 C,12909,138,112,78
8740 C,12910,66,104,94
8741 C,12911,43,105,85
8742 C,12912,46,107,96
8743 C,12913,0,107,105
8744 C,12914,0,114,119
8745 C,12915,2,119,129
875 C,12916,134,102,79
876 C,12917,139,100,78
8760 C,12918,31,99,98
8761 C,12919,0,95,105
8762 C,12920,38,92,103
8763 C,12921,0,83,108
8764 C,12922,0,95,125
8765 C,12923,21,102,135
877 C,12924,139,143,145
8780 C,12925,59,58,95
8781 C,12926,54,66,94
8782 C,12927,48,55,114
8783 C,12928,26,54,109
8784 C,12929,38,68,125
8785 C,12930,44,78,136
8800 C,12931,88,55,90
8801 C,12932,82,56,97
8802 C,12933,68,43,100
8803 C,12934,77,42,98
8804 C,12935,83,53,111
8805 C,12936,85,62,122
8820 C,12937,134,63,93
8821 C,12938,129,46,93
8822 C,12939,107,53,102
8823 C,12940,96,38,100
8824 C,12941,102,53,119
8825 C,12942,102,56,128
8840 C,12943,143,62,86
8841 C,12944,141,47,86
8842 C,12945,141,31,91
8843 C,12946,127,27,95
8844 C,12947,130,42,110
8845 C,12948,125,56,118
8860 C,12949,149,69,65
8861 C,12950,145,61,72
8862 C,12951,149,46,73
8863 C,12952,149,31,64
8864 C,12953,145,42,81
8865 C,12954,143,55,95
8880 C,12955,147,79,78
8881 C,12956,154,68,84
8882 C,12957,166,54,94
8883 C,12958,169,55,66
8884 C,12959,162,62,76
8885 C,12960,160,68,86
8900 C,12961,162,83,58
8901 C,12962,183,81,62
8902 C,12963,181,82,79
8903 C,12964,187,71,74
8904 C,12965,185,78,88
8905 C,12966,179,82,93
8920 C,12967,160,93,66
8921 C,12968,176,83,41
8922 C,12969,181,80,16
8923 C,12970,184,76,34
8924 C,12971,180,80,46
8925 C,12972,174,84,56
8940 C,12973,164,100,46
8941 C,12974,167,94,29
8942 C,12975,174,90,12
8943 C,12976,187,90,5
8944 C,12977,181,94,22
8945 C,12978,175,98,45
8960 C,12979,156,112,47
8961 C,12980,165,104,30
8962 C,12981,172,109,4
8963 C,12982,180,100,4
8964 C,12983,174,103,31
8965 C,12984,169,110,49
901 C,12985,0,170,217
902 C,12986,142,234,115
9020 C,12987,236,237,200
9021 C,12988,240,234,231
9022 C,12989,237,230,234
9023 C,12990,233,227,235
903 C,12991,255,243,110
904 C,12992,255,206,139
9040 C,12993,219,235,239
9041 C,12994,223,235,230
9042 C,12995,227,234,230
9043 C,12996,229,230,223
9044 C,12997,198,227,226
9045 C,12998,200,223,221
905 C,12999,252,157,168
906 C,13000,254,125,215
9060 C,13001,239,239,216
9061 C,13002,241,233,235
9062 C,13003,227,237,235
9063 C,13004,231,240,234
9064 C,13005,240,242,225
907 C,13006,241,105,219
908 C,13007,0,176,221
9080 C,13008,226,227,221
9081 C,13009,223,220,213
9082 C,13010,207,204,195
9083 C,13011,202,201,192
9084 C,13012,171,168,159
909 C,13013,168,239,141
910 C,13014,252,243,141
9100 C,13015,230,233,226
9101 C,13016,224,227,221
9102 C,13017,215,219,214
9103 C,13018,212,216,211
911 C,13019,252,218,164
912 C,13020,255,173,184
9120 C,13021,241,240,185
9121 C,13022,241,241,177
9122 C,13023,229,229,186
9123 C,13024,219,216,185
913 C,13025,252,146,220
914 C,13026,245,130,225
9140 C,13027,242,239,205
9141 C,13028,242,239,197
9142 C,13029,230,228,197
9143 C,13030,228,224,197
915 C,13031,0,188,228
916 C,13032,184,238,164
9160 C,13033,241,228,191
9161 C,13034,231,220,186
9162 C,13035,225,217,195
9163 C,13036,214,206,184
917 C,13037,246,244,164
918 C,13038,254,224,181
9180 C,13039,244,230,207
9181 C,13040,242,227,201
9182 C,13041,234,222,203
9183 C,13042,228,216,199
9184 C,13043,236,229,208
9185 C,13044,234,225,207
9186 C,13045,222,211,195
919 C,13046,255,193,201
920 C,13047,253,173,228
9200 C,13048,244,226,206
9201 C,13049,243,227,204
9202 C,13050,235,221,205
9203 C,13051,227,213,196
921 C,13052,246,163,230
922 C,13053,9,193,166
9220 C,13054,241,223,206
9221 C,13055,234,214,197
9222 C,13056,229,212,200
9223 C,13057,222,210,199
9224 C,13058,241,234,221
9225 C,13059,239,231,217
9226 C,13060,235,228,218
923 C,13061,235,242,106
924 C,13062,255,231,116
9240 C,13063,242,229,225
9241 C,13064,236,220,216
9242 C,13065,231,214,207
9243 C,13066,222,206,200
9244 C,13067,241,233,227
925 C,13068,252,172,148
926 C,13069,254,134,189
9260 C,13070,242,222,219
9261 C,13071,238,215,213
9262 C,13072,231,214,212
9263 C,13073,227,208,203
927 C,13074,252,120,219
928 C,13075,151,121,220
9280 C,13076,242,225,226
9281 C,13077,241,222,223
9282 C,13078,238,219,220
9283 C,13079,232,217,217
9284 C,13080,247,200,207
9285 C,13081,239,234,229
9286 C,13082,246,224,224
929 C,13083,40,201,176
930 C,13084,238,244,136
9300 C,13085,244,221,227
9301 C,13086,236,219,226
9302 C,13087,231,206,213
9303 C,13088,230,210,215
931 C,13089,255,234,134
932 C,13090,255,187,166
9320 C,13091,240,221,232
9321 C,13092,233,212,224
9322 C,13093,232,209,223
9323 C,13094,225,204,215
9324 C,13095,240,201,230
933 C,13096,255,157,204
934 C,13097,250,142,225
9340 C,13098,230,221,233
9341 C,13099,224,215,229
9342 C,13100,221,212,227
9343 C,13101,221,208,226
9344 C,13102,209,183,230
9345 C,13103,237,234,235
935 C,13104,169,146,225
936 C,13105,108,214,198
9360 C,13106,220,216,235
9361 C,13107,221,212,232
9362 C,13108,218,213,228
9363 C,13109,209,201,221
937 C,13110,239,246,168
938 C,13111,251,238,167
9380 C,13112,222,227,238
9381 C,13113,209,219,235
9382 C,13114,201,210,232
9383 C,13115,207,213,227
9384 C,13116,217,224,237
9385 C,13117,205,213,225
939 C,13118,254,207,190
940 C,13119,254,183,222
9400 C,13120,212,226,237
9401 C,13121,212,226,239
9402 C,13122,212,226,233
9403 C,13123,203,217,230
941 C,13124,250,170,232
942 C,13125,191,174,232
9420 C,13126,210,226,239
9421 C,13127,205,224,234
9422 C,13128,201,218,230
9423 C,13129,191,210,221
9424 C,13130,193,227,232
9440 C,13131,190,224,234
9441 C,13132,189,224,236
9442 C,13133,187,221,232
9443 C,13134,185,215,224
9460 C,13135,212,237,241
9461 C,13136,187,225,231
9462 C,13137,182,220,225
9463 C,13138,187,218,223
9464 C,13139,156,220,237
9480 C,13140,198,234,233
9481 C,13141,197,234,235
9482 C,13142,193,227,232
9483 C,13143,195,220,218
9500 C,13144,188,232,232
9501 C,13145,183,223,220
9502 C,13146,201,226,224
9503 C,13147,201,223,219
9504 C,13148,195,217,216
9520 C,13149,215,241,232
9521 C,13150,210,231,226
9522 C,13151,213,231,224
9523 C,13152,212,227,221
9524 C,13153,175,236,223
9525 C,13154,230,241,230
9540 C,13155,221,240,229
9541 C,13156,221,236,228
9542 C,13157,204,219,205
9543 C,13158,197,214,200
9544 C,13159,229,242,220
9560 C,13160,223,239,221
9561 C,13161,213,231,211
9562 C,13162,215,227,208
9563 C,13163,210,221,204
9580 C,13164,226,240,206
9581 C,13165,224,232,208
9582 C,13166,216,220,201
9583 C,13167,205,213,188
9584 C,13168,218,227,204
9585 C,13169,214,220,199
9600 C,13170,228,236,201
9601 C,13171,227,232,204
9602 C,13172,217,220,191
9603 C,13173,216,216,194
